movie_id,movie_title
1722,Welcome To Sarajevo (1997)
1723,Pork Chop Hill (1959)
1724,"Bridge at Remagen, The (1969)"
1725,"Hurricane, The (1999)"
1726,Marty (1955)
1727,"20,000 Leagues Under the Sea (1954)"
1728,Let's Get Harry (1986)
1729,Wonder Boys (2000)
1730,Basic Instinct (1992)
1731,"Neon Bible, The (1995)"
1732,Spice World (1997)
1733,East is East (1999)
1734,Once Upon a Time in America (1984)
1735,Airplane II: The Sequel (1982)
1736,Against All Odds (1984)
1737,Angels and Insects (1995)
1738,Bandit Queen (1994)
1739,Peeping Tom (1960)
1740,Fear (1996)
1741,Casino (1995)
1742,Dead Ringers (1988)
1743,Death and the Maiden (1994)
1744,"Pelican Brief, The (1993)"
1745,Kiss of Death (1995)
1746,Honeymoon in Vegas (1992)
1747,American Gigolo (1980)
1748,Angel Heart (1987)
1749,Eraserhead (1977)
1750,"Fabulous Baker Boys, The (1989)"
1751,Paulie (1998)
1752,Quest for Camelot (1998)
1753,Christmas Vacation (1989)
1754,Foreign Correspondent (1940)
1755,For Love of the Game (1999)
1756,Nixon (1995)
1757,Jagged Edge (1985)
1758,Cube (1997)
1759,Little Nemo: Adventures in Slumberland (1992)
1760,Alaska (1996)
1761,Ghosts of Mississippi (1996)
1762,They Might Be Giants (1971)
1763,Another Day in Paradise (1998)
1764,"Spitfire Grill, The (1996)"
1765,Absolute Power (1997)
1766,Santa Claus: The Movie (1985)
1767,My Dog Skip (1999)
1768,Wrongfully Accused (1998)
1769,My Bodyguard (1980)
1770,Jingle All the Way (1996)
1771,"Rescuers, The (1977)"
1772,Earth Vs. the Flying Saucers (1956)
1773,"Man Who Knew Too Little, The (1997)"
1774,Blown Away (1994)
1775,Beloved (1998)
1776,Mad City (1997)
1777,Mr. Nice Guy (1997)
1778,"Razor's Edge, The (1984)"
1779,Murder at 1600 (1997)
1780,"Omega Man, The (1971)"
1781,Holy Man (1998)
1782,At First Sight (1999)
1783,"Borrowers, The (1997)"
1784,Volcano (1997)
1785,Torn Curtain (1966)
1786,Spy Hard (1996)
1787,"Shadow, The (1994)"
1788,"Brady Bunch Movie, The (1995)"
1789,Fatal Instinct (1993)
1790,Balto (1995)
1791,8MM (1999)
1792,Boiler Room (2000)
1793,Center Stage (2000)
1794,Frequency (2000)
1795,"Virgin Suicides, The (1999)"
1796,"Patriot, The (2000)"
1797,Final Destination (2000)
1798,Dancer in the Dark (2000)
1799,Almost Famous (2000)
1800,Requiem for a Dream (2000)
1801,"Broken Hearts Club, The (2000)"
1802,"Contender, The (2000)"
1803,Coyote Ugly (2000)
1804,Alive (1993)
1805,"Last Supper, The (1995)"
1806,What's Love Got to Do with It? (1993)
1807,Georgia (1995)
1808,Men Don't Leave (1990)
1809,Six Degrees of Separation (1993)
1810,"Long Walk Home, The (1990)"
1811,It's My Party (1995)
1812,One True Thing (1998)
1813,"Cable Guy, The (1996)"
1814,Beverly Hills Ninja (1997)
1815,Space Jam (1996)
1816,Escape to Witch Mountain (1975)
1817,"Haunting, The (1963)"
1818,Damien: Omen II (1978)
1819,Selena (1997)
1820,"Bamba, La (1987)"
1821,Lucas (1986)
1822,"Man Without a Face, The (1993)"
1823,Wild Things (1998)
1824,Stepmom (1998)
1825,Mr. Saturday Night (1992)
1826,"Arrival, The (1996)"
1827,187 (1997)
1828,"Bad Seed, The (1956)"
1829,Jennifer 8 (1992)
1830,Rising Sun (1993)
1831,"Goofy Movie, A (1995)"
1832,Milk Money (1994)
1833,Operation Dumbo Drop (1995)
1834,Freejack (1992)
1835,Guilty as Sin (1993)
1836,Just Cause (1995)
1837,Flatliners (1990)
1838,"Hand That Rocks the Cradle, The (1992)"
1839,Prizzi's Honor (1985)
1840,I.Q. (1994)
1841,Moonraker (1979)
1842,Robin Hood (1973)
1843,Winnie the Pooh and the Blustery Day (1968)
1844,Bedknobs and Broomsticks (1971)
1845,"Three Caballeros, The (1945)"
1846,Song of the South (1946)
1847,Blank Check (1994)
1848,Fun and Fancy Free (1947)
1849,"Computer Wore Tennis Shoes, The (1970)"
1850,D2: The Mighty Ducks (1994)
1851,Angels in the Outfield (1994)
1852,Herbie Rides Again (1974)
1853,Dunston Checks In (1996)
1854,"Next Karate Kid, The (1994)"
1855,X-Men (2000)
1856,Any Given Sunday (1999)
1857,"Haunted World of Edward D. Wood Jr., The (1995)"
1858,Fallen (1998)
1859,Highlander: Endgame (2000)
1860,Meet the Parents (2000)
1861,Hellraiser (1987)
1862,Supergirl (1984)
1863,Reindeer Games (2000)
1864,Shanghai Noon (2000)
1865,Chicken Run (2000)
1866,"Cell, The (2000)"
1867,Shaft (2000)
1868,28 Days (2000)
1869,Get Carter (2000)
1870,What Lies Beneath (2000)
1871,"Replacements, The (2000)"
1872,Fierce Creatures (1997)
1873,"Waterboy, The (1998)"
1874,Alligator (1980)
1875,S.F.W. (1994)
1876,Eye of the Beholder (1999)
1877,"Killer, The (Die xue shuang xiong) (1989)"
1878,Romeo Must Die (2000)
1879,Condorman (1981)
1880,54 (1998)
1881,Rules of Engagement (2000)
1882,"Lady Eve, The (1941)"
1883,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
1884,For All Mankind (1989)
1885,"Bachelor, The (1999)"
1886,"King of Marvin Gardens, The (1972)"
1887,Guinevere (1999)
1888,Daughters of the Dust (1992)
1889,Gothic (1986)
1890,Agnes of God (1985)
1891,Withnail and I (1987)
1892,Mass Appeal (1984)
1893,Stealing Home (1988)
1894,Crimes of the Heart (1986)
1895,"Morning After, The (1986)"
1896,Heartburn (1986)
1897,Nothing in Common (1986)
1898,Flashdance (1983)
1899,Irma la Douce (1963)
1900,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)"
1901,"Conformist, The (Il Conformista) (1970)"
1902,Richie Rich (1994)
1903,"Prince of Egypt, The (1998)"
1904,Keeping the Faith (2000)
1905,"Skulls, The (2000)"
1906,Empire Records (1995)
1907,Can't Hardly Wait (1998)
1908,Heart and Souls (1993)
1909,Star Kid (1997)
1910,"Simple Wish, A (1997)"
1911,Small Soldiers (1998)
1912,Clockers (1995)
1913,"Butcher Boy, The (1998)"
1914,Wilde (1997)
1915,"Perfect World, A (1993)"
1916,Kurt & Courtney (1998)
1917,Night on Earth (1991)
1918,"Brothers McMullen, The (1995)"
1919,"Road to Wellville, The (1994)"
1920,"Portrait of a Lady, The (1996)"
1921,Antonia's Line (Antonia) (1995)
1922,Rush Hour (1998)
1923,"Adventures of Milo and Otis, The (1986)"
1924,Sanjuro (1962)
1925,"Thin Man, The (1934)"
1926,My Man Godfrey (1957)
1927,Kagemusha (1980)
1928,"World of Apu, The (Apur Sansar) (1959)"
1929,"400 Blows, The (Les Quatre cents coups) (1959)"
1930,Clean Slate (Coup de Torchon) (1981)
1931,All Quiet on the Western Front (1930)
1932,Jean de Florette (1986)
1933,Sabotage (1936)
1934,Gilda (1946)
1935,Suspicion (1941)
1936,Father of the Bride (1950)
1937,"Farewell to Arms, A (1932)"
1938,Blue Collar (1978)
1939,For Whom the Bell Tolls (1943)
1940,Cyrano de Bergerac (1990)
1941,Fanny and Alexander (1982)
1942,Aladdin and the King of Thieves (1996)
1943,Reds (1981)
1944,"Trouble with Harry, The (1955)"
1945,Harriet the Spy (1996)
1946,"Man Who Knew Too Much, The (1934)"
1947,"Kid, The (1921)"
1948,Police Academy 2: Their First Assignment (1985)
1949,Dracula: Dead and Loving It (1995)
1950,"Big Country, The (1958)"
1951,"Place in the Sun, A (1951)"
1952,"Life of Émile Zola, The (1937)"
1953,Hamlet (1964)
1954,Horror Hotel (a.k.a. The City of the Dead) (1960)
1955,Watership Down (1978)
1956,"Life and Times of Hank Greenberg, The (1998)"
1957,"Karate Kid III, The (1989)"
1958,Cop Land (1997)
1959,That Darn Cat! (1965)
1960,U Turn (1997)
1961,McHale's Navy (1997)
1962,White Sands (1992)
1963,"Swan Princess, The (1994)"
1964,"Aristocats, The (1970)"
1965,Flipper (1996)
1966,Homeward Bound: The Incredible Journey (1993)
1967,"American Tail, An (1986)"
1968,Kidnapped (1960)
1969,Mighty Morphin Power Rangers: The Movie (1995)
1970,Muppets From Space (1999)
1971,"American Tail: Fievel Goes West, An (1991)"
1972,Air Bud (1997)
1973,Pete's Dragon (1977)
1974,Benji (1974)
1975,"Shaggy D.A., The (1976)"
1976,Babes in Toyland (1961)
1977,Herbie Goes to Monte Carlo (1977)
1978,"$1,000,000 Duck (1971)"
1979,All Dogs Go to Heaven (1989)
1980,"Adventures of Rocky and Bullwinkle, The (2000)"
1981,Herbie Goes Bananas (1980)
1982,For the Love of Benji (1977)
1983,Home Alone 3 (1997)
1984,Air America (1990)
1985,Waking the Dead (1999)
1986,Cotton Mary (1999)
1987,Jeffrey (1995)
1988,"Celluloid Closet, The (1995)"
1989,"Red Firecracker, Green Firecracker (1994)"
1990,M. Butterfly (1993)
1991,Miracle on 34th Street (1994)
1992,"Basketball Diaries, The (1995)"
1993,BASEketball (1998)
1994,Chasers (1994)
1995,Freeway (1996)
1996,Dance with Me (1998)
1997,Brief Encounter (1946)
1998,Richard III (1995)
1999,Ruby in Paradise (1993)
2000,"Next Stop, Wonderland (1998)"
2001,Flirt (1995)
2002,"Thousand Acres, A (1997)"
2003,Nelly & Monsieur Arnaud (1995)
2004,Swimming with Sharks (1995)
2005,Losing Isaiah (1995)
2006,Land and Freedom (Tierra y libertad) (1995)
2007,Solo (1996)
2008,Firestorm (1998)
2009,"Visitors, The (Les Visiteurs) (1993)"
2010,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
2011,Little Big League (1994)
2012,Road Trip (2000)
2013,Fandango (1985)
2014,American Flyers (1985)
2015,Better Off Dead... (1985)
2016,"Boy Who Could Fly, The (1986)"
2017,Porky's (1981)
2018,Bachelor Party (1984)
2019,"Running Man, The (1987)"
2020,Two Moon Juction (1988)
2021,Who's Harry Crumb? (1989)
2022,"Devil and Max Devlin, The (1981)"
2023,We're No Angels (1989)
2024,Iron Eagle II (1988)
2025,Armed and Dangerous (1986)
2026,Police Academy 4: Citizens on Patrol (1987)
2027,Who's That Girl? (1987)
2028,Police Academy 5: Assignment: Miami Beach (1988)
2029,"Cradle Will Rock, The (1999)"
2030,Pee-wee's Big Adventure (1985)
2031,Scary Movie (2000)
2032,Three to Tango (1999)
2033,Blazing Saddles (1974)
2034,Mixed Nuts (1994)
2035,Renaissance Man (1994)
2036,Mallrats (1995)
2037,My Blue Heaven (1990)
2038,"Air Up There, The (1994)"
2039,Tea with Mussolini (1999)
2040,It Came from Outer Space (1953)
2041,Dear God (1996)
2042,Trees Lounge (1996)
2043,Romeo Is Bleeding (1993)
2044,Man Bites Dog (C'est arrivé près de chez vous) (1992)
2045,"Truth or Consequences, N.M. (1997)"
2046,Arguing the World (1996)
2047,Hype! (1996)
2048,Nico Icon (1995)
2049,Get Bruce (1999)
2050,Panther (1995)
2051,Twin Falls Idaho (1999)
2052,Bringing Out the Dead (1999)
2053,Jail Bait (1954)
2054,Menace II Society (1993)
2055,Bad Lieutenant (1992)
2056,Gridlock'd (1997)
2057,Baby... Secret of the Lost Legend (1985)
2058,Nothing But Trouble (1991)
2059,Bottle Rocket (1996)
2060,Kids in the Hall: Brain Candy (1996)
2061,Jawbreaker (1999)
2062,Varsity Blues (1999)
2063,Encino Man (1992)
2064,Wayne's World 2 (1993)
2065,Shakes the Clown (1991)
2066,Son in Law (1993)
2067,"Doom Generation, The (1995)"
2068,My Giant (1998)
2069,Canadian Bacon (1994)
2070,Bio-Dome (1996)
2071,Police Academy 3: Back in Training (1986)
2072,Roadside Prophets (1992)
2073,Palookaville (1996)
2074,Candleshoe (1977)
2075,Teaching Mrs. Tingle (1999)
2076,Angus (1995)
2077,Bean (1997)
2078,"Big Hit, The (1998)"
2079,Sliver (1993)
2080,Species II (1998)
2081,Golden Earrings (1947)
2082,Squanto: A Warrior's Tale (1994)
2083,Mortal Thoughts (1991)
2084,Lost Highway (1997)
2085,Flesh and Bone (1993)
2086,Cookie's Fortune (1999)
2087,"Underneath, The (1995)"
2088,Palmetto (1998)
2089,"Substitute, The (1996)"
2090,I Love Trouble (1994)
2091,"Governess, The (1998)"
2092,Inventing the Abbotts (1997)
2093,That Old Feeling (1997)
2094,Message in a Bottle (1999)
2095,She's the One (1996)
2096,Kama Sutra: A Tale of Love (1996)
2097,Lost & Found (1999)
2098,Love Affair (1994)
2099,"Bell, Book and Candle (1958)"
2100,Blue Hawaii (1961)
2101,G. I. Blues (1960)
2102,"Flintstones in Viva Rock Vegas, The (2000)"
2103,How to Stuff a Wild Bikini (1965)
2104,King Creole (1958)
2105,Roustabout (1964)
2106,"Best Man, The (Il Testimone dello sposo) (1997)"
2107,Going My Way (1944)
2108,Mother (1996)
2109,"Family Thing, A (1996)"
2110,With Honors (1994)
2111,"Associate, The (1996)"
2112,Soul Food (1997)
2113,"Ninth Gate, The (2000)"
2114,"Tin Drum, The (Blechtrommel, Die) (1979)"
2115,Sesame Street Presents Follow That Bird (1985)
2116,"Transformers: The Movie, The (1986)"
2117,Pokémon: The First Movie (1998)
2118,Drunken Master (Zui quan) (1979)
2119,Six-String Samurai (1998)
2120,"Quest, The (1996)"
2121,Street Fighter (1994)
2122,Batman: Mask of the Phantasm (1993)
2123,Newsies (1992)
2124,3 Ninjas: High Noon On Mega Mountain (1998)
2125,Freddy's Dead: The Final Nightmare (1991)
2126,Perfect Blue (1997)
2127,Hideous Kinky (1998)
2128,"NeverEnding Story III, The (1994)"
2129,Set It Off (1996)
2130,Joe the King (1999)
2131,When Night Is Falling (1995)
2132,Best in Show (2000)
2133,"Daytrippers, The (1996)"
2134,Conquest of the Planet of the Apes (1972)
2135,Death Wish 4: The Crackdown (1987)
2136,Death Wish V: The Face of Death (1994)
2137,Until the End of the World (Bis ans Ende der Welt) (1991)
2138,"Island of Dr. Moreau, The (1996)"
2139,Death Becomes Her (1992)
2140,Vibes (1988)
2141,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
2142,"Beautician and the Beast, The (1997)"
2143,Exit to Eden (1994)
2144,Even Cowgirls Get the Blues (1993)
2145,Tales from the Darkside: The Movie (1990)
2146,Shanghai Surprise (1986)
2147,"Perils of Pauline, The (1947)"
2148,Screamers (1995)
2149,He Walked by Night (1948)
2150,Nick of Time (1995)
2151,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)
2152,Surviving the Game (1994)
2153,"Cowboy Way, The (1994)"
2154,Death Wish 3 (1985)
2155,Turbo: A Power Rangers Movie (1997)
2156,Death Wish II (1982)
2157,Time Tracers (1995)
2158,Bloodsport 2 (1995)
2159,Aces: Iron Eagle III (1992)
2160,Twin Dragons (Shuang long hui) (1992)
2161,"Crow: City of Angels, The (1996)"
2162,King Kong Lives (1986)
2163,"Mark of Zorro, The (1940)"
2164,Gulliver's Travels (1939)
2165,Black Beauty (1994)
2166,All Dogs Go to Heaven 2 (1996)
2167,FairyTale: A True Story (1997)
2168,Hocus Pocus (1993)
2169,Blackbeard's Ghost (1968)
2170,Angel on My Shoulder (1946)
2171,Mr. & Mrs. Smith (1941)
2172,Friends & Lovers (1999)
2173,"Gods Must Be Crazy II, The (1989)"
2174,"Jerky Boys, The (1994)"
2175,Another Stakeout (1993)
2176,"Kiss Me, Guido (1997)"
2177,Naked Gun 33 1/3: The Final Insult (1994)
2178,Krippendorf's Tribe (1998)
2179,Days of Heaven (1978)
2180,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)"
2181,"Star Is Born, A (1937)"
2182,Mother Night (1996)
2183,Apt Pupil (1998)
2184,Geronimo: An American Legend (1993)
2185,School Daze (1988)
2186,Moll Flanders (1996)
2187,Senseless (1998)
2188,Spring Fever USA (a.k.a. Lauderdale) (1989)
2189,Gloria (1999)
2190,Mrs. Miniver (1942)
2191,Inferno (1980)
2192,"Great White Hype, The (1996)"
2193,Farinelli: il castrato (1994)
2194,Wings (1927)
2195,Niagara (1953)
2196,Unzipped (1995)
2197,Melvin and Howard (1980)
2198,Tango (1998)
2199,"Damsel in Distress, A (1937)"
2200,Freedom for Us (À nous la liberté ) (1931)
2201,Beat the Devil (1954)
2202,Blind Date (1987)
2203,Nine Months (1995)
2204,Air Bud: Golden Receiver (1998)
2205,"Man with the Golden Arm, The (1955)"
2206,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)"
2207,Mr. Jones (1993)
2208,"Paper Chase, The (1973)"
2209,Blowup (1966)
2210,House of Frankenstein (1944)
2211,"Stranger, The (1994)"
2212,Devil Girl From Mars (1954)
2213,"Mole People, The (1956)"
2214,Destination Moon (1950)
2215,"Navigator: A Mediaeval Odyssey, The (1988)"
2216,It Came from Beneath the Sea (1955)
2217,Village of the Damned (1995)
2218,"Fantastic Planet, The (La Planète sauvage) (1973)"
2219,"Hideous Sun Demon, The (1959)"
2220,Tarantula (1955)
2221,"Mummy's Hand, The (1940)"
2222,"Mummy's Tomb, The (1942)"
2223,Mrs. Dalloway (1997)
2224,Booty Call (1997)
2225,Jane Eyre (1996)
2226,"Mummy's Ghost, The (1944)"
2227,"Truce, The (1996)"
2228,Following (1998)
2229,"Paris, France (1993)"
2230,"Program, The (1993)"
2231,Bad Taste (1987)
2232,Blink (1994)
2233,Shadrach (1998)
2234,Sgt. Bilko (1996)
2235,"War Room, The (1993)"
2236,Dream With the Fishes (1997)
2237,Son of Frankenstein (1939)
2238,"Harmonists, The (1997)"
2239,"Gingerbread Man, The (1998)"
2240,"Mod Squad, The (1999)"
2241,Wisdom (1986)
2242,Of Mice and Men (1992)
2243,American Movie (1999)
2244,Dear Jesse (1997)
2245,"Five Wives, Three Secretaries and Me (1998)"
2246,U2: Rattle and Hum (1988)
2247,Clockwatchers (1997)
2248,Human Traffic (1999)
2249,Bring It On (2000)
2250,"Tao of Steve, The (2000)"
2251,"Dancer, Texas Pop. 81 (1998)"
2252,Roseanna's Grave (For Roseanna) (1997)
2253,Splendor (1999)
2254,But I'm a Cheerleader (1999)
2255,Party Girl (1995)
2256,Henry Fool (1997)
2257,Children of the Corn IV: The Gathering (1996)
2258,Grateful Dead (1995)
2259,Modulations (1998)
2260,Snow Falling on Cedars (1999)
2261,Albino Alligator (1996)
2262,Next Friday (1999)
2263,Deuce Bigalow: Male Gigolo (1999)
2264,Play it to the Bone (1999)
2265,Kids (1995)
2266,Deceiver (1997)
2267,Foxfire (1996)
2268,"Pallbearer, The (1996)"
2269,"Pest, The (1997)"
2270,Carrington (1995)
2271,Boomerang (1992)
2272,"Wolf Man, The (1941)"
2273,"Mummy, The (1959)"
2274,"Mummy, The (1932)"
2275,"Tomb of Ligeia, The (1965)"
2276,"Bat, The (1959)"
2277,Audrey Rose (1977)
2278,"Kindred, The (1986)"
2279,Hamlet (2000)
2280,On the Town (1949)
2281,Limelight (1952)
2282,"Mirror, The (Zerkalo) (1975)"
2283,Last Summer in the Hamptons (1995)
2284,"Color of Paradise, The (Rang-e Khoda) (1999)"
2285,Beautiful Thing (1996)
2286,"Cérémonie, La (1995)"
2287,Before the Rain (Pred dozhdot) (1994)
2288,"Single Girl, A (La Fille Seule) (1995)"
2289,Edge of Seventeen (1998)
2290,Billy's Hollywood Screen Kiss (1997)
2291,Sugar Town (1999)
2292,Crooklyn (1994)
2293,Love! Valour! Compassion! (1997)
2294,"Corruptor, The (1999)"
2295,"Naked Gun: From the Files of Police Squad!, The (1988)"
2296,"Face in the Crowd, A (1957)"
2297,"Great Ziegfeld, The (1936)"
2298,Pal Joey (1957)
2299,Drowning Mona (2000)
2300,Poison Ivy II (1995)
2301,Double Team (1997)
2302,My Life (1993)
2303,Battlefield Earth (2000)
2304,"Actor's Revenge, An (Yukinojo Henge) (1963)"
2305,Bread and Chocolate (Pane e cioccolata) (1973)
2306,Hideaway (1995)
2307,Penny Serenade (1941)
2308,Son of Dracula (1943)
2309,Autumn Sonata (Höstsonaten ) (1978)
2310,Frankenstein Meets the Wolf Man (1943)
2311,"Ipcress File, The (1965)"
2312,"Innocents, The (1961)"
2313,Beautiful Girls (1996)
2314,"Ghost of Frankenstein, The (1942)"
2315,"Women, The (1939)"
2316,They Made Me a Criminal (1939)
2317,Spirits of the Dead (Tre Passi nel Delirio) (1968)
2318,Only Angels Have Wings (1939)
2319,Six of a Kind (1934)
2320,Bitter Moon (1992)
2321,Limbo (1999)
2322,"Bedroom Window, The (1987)"
2323,Force of Evil (1948)
2324,"Body Snatcher, The (1945)"
2325,A Chef in Love (1996)
2326,Kolya (1996)
2327,Metisse (Café au Lait) (1993)
2328,Afterglow (1997)
2329,Nadja (1994)
2330,House of Dracula (1945)
2331,Curdled (1996)
2332,Howling II: Your Sister Is a Werewolf (1985)
2333,Fright Night Part II (1989)
2334,Rawhead Rex (1986)
2335,Psycho II (1983)
2336,Bride of Re-Animator (1990)
2337,Exorcist II: The Heretic (1977)
2338,Psycho III (1986)
2339,"Funhouse, The (1981)"
2340,Candyman: Farewell to the Flesh (1995)
2341,Hell Night (1981)
2342,Horror Express (1972)
2343,Blood For Dracula (Andy Warhol's Dracula) (1974)
2344,Halloween III: Season of the Witch (1983)
2345,Prom Night III: The Last Kiss (1989)
2346,"Boondock Saints, The (1999)"
2347,Dirty Work (1998)
2348,Killing Zoe (1994)
2349,Ghost Dog: The Way of the Samurai (1999)
2350,Stars and Bars (1988)
2351,"Draughtsman's Contract, The (1982)"
2352,"Last September, The (1999)"
2353,Time Code (2000)
2354,"Colonel Chabert, Le (1994)"
2355,Desperate Measures (1998)
2356,Otello (1986)
2357,In the Army Now (1994)
2358,Deconstructing Harry (1997)
2359,My Favorite Martian (1999)
2360,Amityville: Dollhouse (1996)
2361,Bride of Chucky (1998)
2362,Children of the Corn III (1994)
2363,Polish Wedding (1998)
2364,"Slingshot, The (Kådisbellan ) (1993)"
2365,How I Won the War (1967)
2366,Widows' Peak (1994)
2367,Star Maps (1997)
2368,Plunkett & MaCleane (1999)
2369,Get Real (1998)
2370,Dog Park (1998)
2371,First Kid (1996)
2372,Kissing a Fool (1998)
2373,Down Periscope (1996)
2374,Miami Rhapsody (1995)
2375,Larger Than Life (1996)
2376,Stuart Saves His Family (1995)
2377,Repossessed (1990)
2378,Man of the Century (1999)
2379,"Sum of Us, The (1994)"
2380,High School High (1996)
2381,"Grandview, U.S.A. (1984)"
2382,Meatballs Part II (1984)
2383,Alvarez Kelly (1966)
2384,"Dorado, El (1967)"
2385,Kicking and Screaming (1995)
2386,"Last Detail, The (1973)"
2387,Big Momma's House (2000)
2388,If.... (1968)
2389,Career Girls (1997)
2390,Fled (1996)
2391,Idle Hands (1999)
2392,"Concorde: Airport '79, The (1979)"
2393,42 Up (1998)
2394,"Boys of St. Vincent, The (1993)"
2395,Experience Preferred... But Not Essential (1982)
2396,"Cry in the Dark, A (1988)"
2397,Mommie Dearest (1981)
2398,Turtle Diary (1985)
2399,Airport 1975 (1974)
2400,"Perfect Candidate, A (1996)"
2401,Wild Man Blues (1998)
2402,It Came from Hollywood (1982)
2403,Love and Basketball (2000)
2404,Before Sunrise (1995)
2405,Love Is a Many-Splendored Thing (1955)
2406,Where the Buffalo Roam (1980)
2407,Joe's Apartment (1996)
2408,Anne Frank Remembered (1995)
2409,Kansas City (1996)
2410,True Crime (1999)
2411,Mafia! (1998)
2412,Playing God (1997)
2413,Multiplicity (1996)
2414,Steel (1997)
2415,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)"
2416,Oliver & Company (1988)
2417,Date with an Angel (1987)
2418,Open Your Eyes (Abre los ojos) (1997)
2419,Breakfast of Champions (1999)
2420,Stealing Beauty (1996)
2421,Monument Ave. (1998)
2422,Wild Bill (1995)
2423,Home for the Holidays (1995)
2424,Live Nude Girls (1995)
2425,Mo' Better Blues (1990)
2426,Jade (1995)
2427,For Richer or Poorer (1997)
2428,Out to Sea (1997)
2429,Reckless (1995)
2430,Love Serenade (1996)
2431,"Real Blonde, The (1997)"
2432,Grace of My Heart (1996)
2433,North (1994)
2434,Fear of a Black Hat (1993)
2435,"Pompatus of Love, The (1996)"
2436,Two Girls and a Guy (1997)
2437,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)"
2438,Looking for Richard (1996)
2439,Madonna: Truth or Dare (1991)
2440,"Life Less Ordinary, A (1997)"
2441,Poison Ivy (1992)
2442,Color of Night (1994)
2443,Queen Margot (La Reine Margot) (1994)
2444,Your Friends and Neighbors (1998)
2445,She's So Lovely (1997)
2446,Hurlyburly (1998)
2447,"Myth of Fingerprints, The (1997)"
2448,White Man's Burden (1995)
2449,Showgirls (1995)
2450,Nine 1/2 Weeks (1986)
2451,Sudden Death (1995)
2452,Madeline (1998)
2453,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)"
2454,Wide Awake (1998)
2455,"Saint of Fort Washington, The (1993)"
2456,Three Seasons (1999)
2457,Daylight (1996)
2458,"Seventh Sign, The (1988)"
2459,Stage Fright (1950)
2460,Nurse Betty (2000)
2461,"Perfect Storm, The (2000)"
2462,Where the Heart Is (2000)
2463,Psycho Beach Party (2000)
2464,"Way of the Gun, The (2000)"
2465,"Me, Myself and Irene (2000)"
2466,Nutty Professor II: The Klumps (2000)
2467,Hollow Man (2000)
2468,Hanging Up (2000)
2469,Once Upon a Time... When We Were Colored (1995)
2470,Germinal (1993)
2471,Permanent Midnight (1998)
2472,Insomnia (1997)
2473,Simon Birch (1998)
2474,Phantasm III: Lord of the Dead (1994)
2475,"Minus Man, The (1999)"
2476,"Cry, the Beloved Country (1995)"
2477,Operation Condor (Feiying gaiwak) (1990)
2478,Stop! Or My Mom Will Shoot (1992)
2479,Prisoner of the Mountains (Kavkazsky Plennik) (1996)
2480,Gone in 60 Seconds (2000)
2481,Meatballs III (1987)
2482,Alien Escape (1995)
2483,"Day of the Beast, The (El Día de la bestia) (1995)"
2484,Strawberry and Chocolate (Fresa y chocolate) (1993)
2485,Metro (1997)
2486,"Wood, The (1999)"
2487,Universal Soldier: The Return (1999)
2488,Red Corner (1997)
2489,"Naked Gun 2 1/2: The Smell of Fear, The (1991)"
2490,What Planet Are You From? (2000)
2491,Major Payne (1994)
2492,How to Be a Player (1997)
2493,"Scarlet Letter, The (1926)"
2494,Wing Commander (1999)
2495,Seven Days in May (1964)
2496,Cutter's Way (1981)
2497,"Lodger, The (1926)"
2498,Extreme Measures (1996)
2499,That Darn Cat! (1997)
2500,Love Jones (1997)
2501,Alice and Martin (Alice et Martin) (1998)
2502,Fever Pitch (1997)
2503,"Promise, The (Versprechen, Das) (1994)"
2504,Napoleon and Samantha (1972)
2505,"Big Combo, The (1955)"
2506,I Saw What You Did (1965)
2507,Eye for an Eye (1996)
2508,"Babysitter, The (1995)"
2509,Children of the Corn II: The Final Sacrifice (1993)
2510,Halloween: The Curse of Michael Myers (1995)
2511,"Rage: Carrie 2, The (1999)"
2512,Amityville: A New Generation (1993)
2513,Leatherface: Texas Chainsaw Massacre III (1990)
2514,"Amityville Curse, The (1990)"
2515,Amityville 1992: It's About Time (1992)
2516,Mediterraneo (1991)
2517,"Very Brady Sequel, A (1996)"
2518,D3: The Mighty Ducks (1996)
2519,Mr. Magoo (1997)
2520,"Perez Family, The (1995)"
2521,Terminal Velocity (1994)
2522,"Twelve Chairs, The (1970)"
2523,Marlene Dietrich: Shadow and Light (1996)
2524,One Little Indian (1973)
2525,Dangerous Beauty (1998)
2526,Lassie (1994)
2527,"Far Off Place, A (1993)"
2528,"Glass Bottom Boat, The (1966)"
2529,"Boys, The (1997)"
2530,"Son of the Sheik, The (1926)"
2531,Far From Home: The Adventures of Yellow Dog (1995)
2532,Snow Day (2000)
2533,Minnie and Moskowitz (1971)
2534,Trial by Jury (1994)
2535,In the Bleak Midwinter (1995)
2536,"Sea Wolves, The (1980)"
2537,Mighty Joe Young (1998)
